location,rating,review,review_date,type_of_visit,date_of_visit,country,latitude,longitude
"Shenzhen, China",5.0,"This was our whole purpose for visiting Yogyakarta and we were not disappointed!  The surroundings are beautiful, the views are stunning.  The locals love taking photos with foreigners so be accommodating.  I used my selfie stick to get some photos of the Buddhas that were quite high up as well as inside the stupas.  Be prepared to walk through a maze of shops on your way out, bargain hard too.",2015-03-03,Family,2015-02,china,35.000074,104.999927
"Singapore, Singapore",4.0,"Went there with a friend last year. We woke up at 5 am to catch the sunrise from the top of the temple. It was very memorable. We walk and circled every level of the temple, if I'm not mistaken there are 10 levels in total. Nice relic handcrafted on the walls. Definitely an unforgettable experience.Just next to the market there is a large market where you could buy some souvenirs and light snacks. Try to bargain with them in order to get the best deal. But if you really want to explore this area, you need to prepare yourself mentally. It can be very tiring, especially when it is somewhere around noon time.",2015-03-03,Friends,2014-06,singapore,1.357107,103.8194992
,5.0,"Fantastic. Anyone with even a passing interest in history, archaeology, architecture or Buddhism would do well to visit.On the negative side, from around 8am, the place starts getting flooded by a swarm of Indonesian elementary and middle school students on field trips. As can be expected, these students are more occupied with horsing around and generally causing a ruckus, which detracts from the atmosphere. The authorities in charge of the monument should consider limiting the number of field-trips allowed, since the schoolchildren did not seem very appreciative in any case.",2015-03-03,Friends,2015-02,,,
"London, UK",4.0,"Borobudur is located in Magelang - Central Java. Evidence of historical site in Java. It has unique characteristics architecture, beautiful reliefs, and philosophy when we walked around each level. A suitable place to travel while learning for children. Buddhist gathering place from around South East Asia on Vesak Day. One of Indonesia travel icon, which I highly recommend to visit during the holidays.",2015-03-02,Family,2014-05,united kingdom,54.7023545,-3.2765753
Vancouver,4.0,"It took 3-4 hours through busy traffic to get to this Temple on the Hill and it did not disappoint. Although it is not to the scale of Angkor Wat, this Buddist temple has a peaceful feel to the surrounding. The steps up to the top is not too bad. We were there when there was a corporate outing, so it was a little crowded, but every one was in a joyous mood.",2015-02-28,Couples,2015-02,canada,61.0666922,-107.991707
"Pekanbaru, Indonesia",5.0,"This is the biggest Buddhist temple in the world, that alone is a major reason why you should visit the temple. If you want to get information on each the temple level philosophy or what the meaning of each carving in the temple wall, make sure to have a guide to accompany you during your visit. Exploring the temple on you own is a good idea, but having a guide with you is the best idea :)Tips: don't visit the temple during school holiday, or any Indonesia major holiday season (like Christmas, new year, or lebaran) since the temple will be packed with lots of people.",2015-02-26,Family,2014-12,indonesia,-2.4833826,117.8902853
"Yogyakarta Region, Indonesia",4.0,"Gated is very pleasant. although the distance from the main entrance to the temple far enough, but because the beautiful atmosphere make travel difficult. very fun to go to Borobudur again. a lot of history to be learned there. if there was a time I would stay longer and would have loved to see the sunrise from the temple of Borobudur",2015-02-26,Friends,2014-09,indonesia,-2.4833826,117.8902853
"Moscow, Russia",4.0,"The Prambanan-Borobudur (2 temple) package tickets DO NOT include access to Borobudur to observe the famous sunrise. The grounds only open at 0630hrs  (despite the ticket saying 0600hrs) which will make you miss the sunrise. The nearby Manohara Hotel ""Centre for Borobudur Study"" sells a separate Sunrise ticket for IDR380k which allows you to observe the sunrise from their grounds AND admission to the temple complex. Plan carefully to avoid paying twice for temple admission.Local guides will discreetly offer to take you to alternate sites to view the sunrise but you have to negotiate with them. Certainly cheaper than the exorbitant amount charged by the hotel.",2015-02-23,,,russia,64.6863136,97.7453061
"Pune, India",5.0,"The trip to Borobudur is a journey of a lifetime. From the time to start to take the stairs in a clockwise direction to the top of the temple, each one of them having a huge significant meaning and until you reach the top, its a souful experience all the way. The back drop of the mountains and the serenity in the air just adds to the overall calm. The idols of Buddha all the way from the various levels of the Stupa until the top, is beautiful. A trip to Indonesia is not complete without seeing Borobudur.",2015-02-22,Friends,2014-03,india,22.3511148,78.6677428
Semarang,4.0,"Borobudur temple is my favourite temple in Indonesia, but I always have mixed feeling about taking visitors there.  The carvings and statues are so beautiful and serene, and the scenery exquisite, but if you go at the wrong time you may not be able to appreciate them fully.  Last time I took my daughter, a New Zealand teenager, we were swamped by school groups wanting to take her photo, to the extent that she could not move for some time because of the groups queuing around her. In the end I had to be a little blunt and ask people to leave her alone so she could walk through the temple, but by then she was feeling claustrophobic and tense - exactly the opposite kind of feeling the builders of this temple were trying to promote. Next time we will try the morning sunrise tour with a tour guide - it is a lot more expensive than just entering on your own, but a guide will help us keep away the school groups. Another word of warning - there are a lot of hawkers on your way out of the temples, and many stalls selling souvenirs.  As with any such tourist site, you'll need to bargain if you want a good price. They are all selling similar things, so don't buy from the first person who approaches you, get a feel for the prices first. Also be aware there are many stairs to climb and its always crowded.",2015-02-22,Family,2015-01,indonesia,-2.4833826,117.8902853
